Selection,Source,RetrievalDate,Source Url,Title,Artist,Url,Culture,Date,Technique,Dimensions,Acc Num,View,Credit Line,Collections,Classification,Description,Provenance
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/32697/morning-near-beauvais?ctx=1d43f6dc-f7c3-443d-9738-e20d5fe20318&idx=0,Morning near Beauvais,Jean-Baptiste-Camille Corot,https://collections.mfa.org/objects/32697/morning-near-beauvais,,about 1855–65,Oil on canvas,35.9 x 41.6 cm (14 1/8 x 16 3/8 in.),39.668,NOT ON VIEW,Juliana Cheney Edwards Collection,Europe,Paintings,,"1886, John Saulnier, Bordeaux, France, June 5, 1886, posthumous Saulnier sale, Hôtel Drouot, Paris, lot 21, sold for 5,400 fr. 1901, Boussod, Valadon et Cie., Paris, June 11, 1901, sold by Boussod, Valadon et Cie. to M. Knoedler and Co., Paris, London and New York (stock no. 9546), July 31, 1903, sold by Knoedler to Felix Isman, Philadelphia, April 14, 1905, sold by Isman to M. Knoedler and Co., New York (stock no. 10699), December 31, 1906, sold by Knoedler to Robert J. Edwards (d. 1924), Boston, 1924 by inheritance to Hannah Marcy Edwards (d. 1929) and Grace Edwards (d. 1938), Boston, 1939, bequest of Hannah Marcy Edwards to the MFA [see note 2]. (Accession Date: October 11, 1939);NOTES;[1] As ""Prairie boiséee au bord d'un ruisseau"" and ""The Brook in the Wood."" Getty Provenance Index, Goupil Records, PI record number G-39768 (stock book 15, no. 27260, p. 62) and M. Knoedler and Co. Records, PI record number K-12998 (stock book 5, no. 9546, p. 49 and no. 10699, p. 106). www.getty.edu/research/tools/provenance.;[2] Siblings Robert (d. 1924), Hannah (d. 1929), and Grace (d. 1938) Edwards were each collectors of art, who seemed to have had joint ownership of the objects in their possession. When Robert died, he bequeathed his collection to the MFA in memory of their mother, Juliana Cheney Edwards. In 1925, after his death, part of his collection was acquired by the Museum, and the remainder went to his sisters, with the understanding that the objects would ultimately be left to the MFA in the collection begun in memory of their mother. The collections of Hannah and Grace were left to the MFA in 1939, following Grace's death. It is not always possible to determine exactly which paintings each sibling had owned."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/35480/the-reaper-with-a-sickle?ctx=1957bb38-fc90-45dc-9710-add707511a3f&idx=0,The Reaper with a Sickle,Jean-Baptiste-Camille Corot,https://collections.mfa.org/objects/35480/the-reaper-with-a-sickle,,1838,Oil on canvas,35.3 x 27 cm (13 7/8 x 10 5/8 in.),1993.36,NOT ON VIEW,Bequest of William A. Coolidge,Europe,Paintings,,"Until 1887, Léon Meinard, Paris, January 28, 1887, Meinard sale, Hôtel Drouot, Paris, lot 5, to Alfred Robaut (b. 1830 - d. 1909), Paris, for 350 fr [see note 1]. 1889, Paul-Arthur Chéramy, Paris [see note 2]. Philippe de Saint-Albin, Paris. By 1928 until at least 1936 (and probably through 1942 or later), Albert S. Henraux (b. 1881 - d. 1953), Paris [see note 3]. February 29, 1956, sold by Hector Brame and Cesar de Hauke (dealers), Paris, to M. Knoedler and Co., New York (stock no. A6296), May 7, 1956, sold by Knoedler to William Appleton Coolidge (b. 1901 - d. 1992), Topsfield and Cambridge, MA, 1993, bequest of William A. Coolidge to the MFA. (Accession Date: January 27, 1993);NOTES;[1] According to Alfred Robaut, L'Oeuvre de Corot: Catalogue Raisonné et Illustré (Paris, 1905), cat. no. 380. [2] He lent it to the Exposition Centennale de l'Art Français (Paris, 1889), cat. no. 158 bis (as ""Femme a la Serpe""). [3] He lent the painting to the ""Exposition d'Oeuvres de Camille J. B. Corot, Figures et Paysages d'Italie,"" Paul Rosenberg, Paris, June 6 - July 7, 1928, cat. no. 18 and ""Corot,"" Musée de L'Orangerie, Paris, 1936, cat. no. 33. Germain Bazin published the painting as being in the Henraux collection in 1942, see his ""Corot"" (1942), p. 116, cat. no. 51."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/32508/twilight?ctx=9560e4d1-56cc-4fb5-9e99-4a1aab6f4cad&idx=0,Twilight,Jean-Baptiste-Camille Corot,https://collections.mfa.org/objects/32508/twilight,,1845–60,Oil on canvas,50.2 x 37.1 cm (19 3/4 x 14 5/8 in.),35.1163,ON VIEW,"Bequest of Mrs. Henry Lee Higginson, in memory of her husband",Europe,Paintings,"Dark trees frame the last glimmer of daylight, caught on the surface of a lake or pond. In the foreground, two young women gather fruit in a clearing, their graceful poses recall the movements of dancers that Corot studied at the ballet. The scene’s wistful tone and juxtaposition of the timeless—statuesque women and contre-jour trees—with the fleeting—bright sky, darkling water—are typical of Corot’s mature landscapes.","Possibly with Goupil and Co., New York [see note]. By 1903, Henry Lee Higginson (b. 1834 - d. 1919), Boston, to his son, Alexander Higginson, Boston, to Ida Agassiz (Mrs. Henry Lee) Higginson (b. 1837 - d. 1935), 1935, bequest of Mrs. Henry Lee Higginson to the MFA. (Accession Date: July 11, 1935);NOTE: According to notes in the MFA curatorial file."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/34879/venus-clipping-cupids-wings?ctx=dec6eafd-20a2-4592-afb8-7ccab789c5f4&idx=0,Venus Clipping Cupid's Wings,Jean-Baptiste-Camille Corot,https://collections.mfa.org/objects/34879/venus-clipping-cupids-wings,,about 1870–73,Oil on canvas,70.5 x 54 cm (27 3/4 x 21 1/4 in.),1987.745,NOT ON VIEW,Gift in memory of the late Harry Payne Bingham,Europe,Paintings,,"1875, Arthur Stevens (b. 1825 - d. 1909), Brussels. 1878, Alfred de Knyff (b. 1819 - d. 1885), Brussels and Paris. By 1895, Émile Dekens, Brussels, 1897, sold by Dekens, through Durand-Ruel, Paris, to Henry Osborne Havemeyer (b. 1847 - d. 1907) for Oliver Hazard Payne (b. 1839 - d 1917), New York [see note 1], by inheritance to his nephew, Harry Payne Bingham (b. 1887 - d. 1955), New York, until 1987, by descent within the family. Anonymous gift to the MFA. (Accession Date: January 20, 1988);NOTES;[1] See Frances Weitzenhoffer, The Havemeyers: Impressionism Comes to America (New York: Abrams, 1986), pp. 125-126."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33561/head-of-a-cherub?ctx=399806f0-fedf-4e6e-a334-ce048f948d49&idx=0,Head of a Cherub,Correggio (Antonio Allegri),https://collections.mfa.org/objects/33561/head-of-a-cherub,,,Fresco transferred to panel,21.6 x 20.0 cm (8 1/2 x 7 7/8 in.),56.265,NOT ON VIEW,Charles Potter Kling Fund,Europe,Paintings,,"About 1522-24 until 1587, apse of San Giovanni Evangelista, Parma, Italy (original commission) [see note 1]. By 1888, Abbot Michele Bignami (b. 1808 - d. 1888), Casalmaggiore, near Parma, Italy [see note 2], sold at his death to Biagi, Cremona, 1917, sold by Biagi to an unknown collector, Treviglio [see note 3]. 1955, Ettore Sestieri, Rome, sold by Sestieri to Adolph Loewi, Los Angeles, 1956, sold by Loewi to the MFA for $2,800. (Accession Date: April 12, 1956);NOTES;[1] The fresco in the apse depicted the Coronation of the Virgin, of which this was a part. In 1587, when the choir of the church was extended, the apse was destroyed. [2] This information comes from a handwritten note once attached to the back of the painting, where the owner is named as ""Bignami"" from Parma. This is probably the collector Michele Bignami. [3] This information comes from the note cited above (see n. 2), the name of the buyer is illegible. In the MFA curatorial file is a letter from the conservator Luigi Cavenaghi, Milan (August 6, 1917) that authenticates the painting but does not specify its owner or location."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33353/catherine-of-aragon?ctx=a7485a6a-c47c-450f-83f1-7b031a63f6e5&idx=0,Catherine of Aragon,Attributed to: Joannes Corvus (Jan Rav),https://collections.mfa.org/objects/33353/catherine-of-aragon,,,Oil on panel,58.1 x 45.7 cm (22 7/8 x 18 in.),48.1142,NOT ON VIEW,The Elizabeth Day McCormick Collection,Europe,Paintings,,"By 1948, Elizabeth Day McCormick;1948, gift of McCormick. (Accession Date: October 5, 1948)"
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33154/benjamin-vaughan?ctx=6b738fe1-f00d-443f-bb36-3b354072c3e6&idx=0,Benjamin Vaughan,Francis Cotes,https://collections.mfa.org/objects/33154/benjamin-vaughan,,1768,Oil on canvas,127 x 101.9 cm (50 x 40 1/8 in.),48.277,ON VIEW,Gift of Samuel Vaughan and Mary Vaughan Marvin,Europe,Paintings,,"1768, Benjamin Vaughan (b. 1713 - d. 1786) and Hannah Halfhide Vaughan (b. 1707 - d. 1787), Great Parndon, Sussex, England (original commission) [see note 1], by descent within the family, 1900/05, sold by a member of the Vaughan family, England, to Benjamin Vaughan (b. 1837 - d. 1912), Cambridge, MA [see note 2], by descent to his daughter, Bertha H. Vaughan, (b. 1866 - d. 1948), Cambridge, MA, 1948, by inheritance to Samuel Vaughan, Boston, and Mrs. Mary Vaughan Marvin, New York, 1948, gift of Samuel Vaughan and Mary Vaughan Marvin to the MFA. (Accession Date: March 11, 1948);NOTES;[1] The sitter, Benjamin Vaughan, a scrivener and ship broker of Ballyhoe, Tipperary, England, married Hannah Halfhide in 1736. Her portrait, also by Francis Cotes, came to the MFA along with her husband's. Both are buried in Great Pardon, Essex, England, according to the family's Bible and documents.;[2] The name of the descendant who sold the paintings to Benjamin Vaughan was ""Hyne-Hancock"" or ""Vaughan-Arbuckle"" from the English line of the family. The donors are direct descendents of the sitter's brother, Samuel Vaughan, according to their letter to the MFA."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33155/hannah-vaughan?ctx=eb86951e-2666-4be4-a31e-10fd287d881e&idx=0,Hannah Vaughan,Francis Cotes,https://collections.mfa.org/objects/33155/hannah-vaughan,,1766,Oil on canvas,127.6 x 101.9 cm (50 1/4 x 40 1/8 in.),48.278,ON VIEW,Gift of Samuel Vaughan and Mary Vaughan Marvin,Europe,Paintings,"Cotes painted paired portraits of Benjamin Vaughan, a London scribe and ship insurer, and Hannah Halfhide thirty-two years after their marriage. He sits holding a large tome, marked “Ledger,” on his splayed legs—a reminder that he was a practical man of business. Hannah appears wistful and lost in thought. Cotes lavished enormous attention on the materials of her beautiful costume. The artist’s bright palette of intense greens, pinks, and creamy whites owes a great deal to his early training with the colored chalks called pastels.","1766, Benjamin Vaughan (b. 1713 - d. 1786), and Hannah Halfhide Vaughan (b. 1707 - d. 1787), Great Parndon, Sussex, England (original commission) [see note 1], by descent within the family, 1900/05, sold by a member of the Vaughan family, England, to Benjamin Vaughan (b. 1837 - d. 1912), Cambridge, MA [see note 2], by descent to his daughter, Bertha H. Vaughan (b. 1866 - d. 1948), Cambridge, MA, 1948, by inheritance to Samuel Vaughan, Boston, and Mrs. Mary Vaughan Marvin, New York, 1948, gift of Samuel Vaughan and Mary Vaughan Marvin to the MFA. (Accession Date: March 11, 1948);NOTES;[1] The sitter, Hannah Halfhide, married Benjamin Vaughan, a scrivener and ship broker of Ballyhoe, Tipperary, England, in 1736. His portrait, also by Francis Cotes, came to the MFA along with his wife's. Both are buried in Great Pardon, Essex, England, according to the family's Bible and documents.;[2] The name of the descendant who sold the paintings to Benjamin Vaughan was ""Hyne-Hancock"" or ""Vaughan-Arbuckle"" from the English line of the family. The donors are direct descendents of the sitter's brother, Samuel Vaughan, according to their letter to the MFA."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33259/hollyhocks-in-a-copper-bowl?ctx=5e535d4b-a326-46a9-b2ba-7a242ad81531&idx=0,Hollyhocks in a Copper Bowl,Gustave Courbet,https://collections.mfa.org/objects/33259/hollyhocks-in-a-copper-bowl,,1872,Oil on canvas,60 x 48.9 cm (23 5/8 x 19 1/4 in.),48.530,NOT ON VIEW,Bequest of John T. Spaulding,Europe,Paintings,"Gustave Courbet returned to still-life painting in 1871 while serving a six-month prison sentence for aiding in the destruction of the Vendôme Column during the Paris Commune. After his requests for live models and access to the prison roof for landscape views were denied, he had his sister bring fruit and flowers to his cell. Hollyhocks in a Copper Bowl was likely painted after the artist had been transferred from the prison to a sanatorium because of his failing health. Such late still lifes are humbler than his earlier work in the genre. Placed against a dark background, the floral arrangement in Hollyhocks in a Copper Bowl exists almost entirely in shadow. The ethereal appearance of the white hollyhocks, painted quickly in short, broad brushstrokes gives the still life a melancholic tone. Courbet’s late still lifes arguably record his internal struggle to center himself in his art after great disappointment and public disgrace. The more somber tone of his works after his imprisonment may also reflect his savvy awareness of how his personal scandal could be used to sell paintings.","1872, probably M. Reinach, Paris [see note 1]. Galerie Bernheim-Jeune, Paris. Galerie Levesque, Paris. By 1914, Charles Pearson, Paris [see note 2], October 18, 1927, Pearson sale, Cassirer and Helbing, Berlin, lot 15, sold for 23,600 M. 1928, Galerie Thannhauser, Lucerne, July 30, 1928, sold by Thannhauser to John Taylor Spaulding (b. 1870 - d. 1948), Boston, 1948, bequest of John Taylor Spaulding to the MFA. (Accession Date: June 3, 1948);NOTES;[1] Mr. Reinach was a friend of the artist, although his exact identity is not certain. It has been suggested that he was Jacques, Baron de Reinach (b. 1840 - d. 1892), a Frankfurt-born financier in Paris, or that he was the father of Joseph (b. 1856) and Salomon (b. 1858) Reinach, a writer and art historian respectively. See Petra ten-Doesschate Chu, Letters of Gustave Courbet (Chicago and London, 1992), pp. 178, 657. This has been identified as one of the paintings Courbet painted for Reinach while in captivity in 1872. For further information, see Robert Fernier, La vie et l'oeuvre de Gustave Courbet: catalogue raisonné (Paris, 1977), vol. 2, p. 142, cat. no. 801.;[2] He lent this to the exhibition ""Fransk Malerkunst,"" Dansk Kunstmuseums Forening, Copenhagen, May 15-June 30, 1914, cat. no. 45."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33597/reclining-nude?ctx=30f53cdc-c28f-4037-ac2c-767c8500c5df&idx=0,Reclining Nude,Gustave Courbet,https://collections.mfa.org/objects/33597/reclining-nude,,about 1840–41,Oil on paper mounted on canvas,104.7 x 143.5 cm (41 1/4 x 56 1/2 in.),57.702,NOT ON VIEW,Gift of Mrs. Samuel Parkman Oliver,Europe,Paintings,,"M. Lemercier, Le Havre, France, sold by the daughters of Lemercier [see note 1]. Galerie Robert Schmit, Paris [see note 2]. Makowski, Paris. Galerie Fabiani, Paris. 1954, Oppenheimer, Paris, 1954, sold by Oppenheimer to the Matthiesen Gallery, London, 1957, sold by Matthiesen Gallery to the MFA for £8,500. (Accession Date November 14, 1957);NOTES;[1] According to information provided by the Matthiesen Gallery at the time of its purchase.;[2] Information about Schmit, Makowski, and Fabiani is taken from Robert Fernier, La vie et l'oeuvre de Gustave Courbet: Catalogue Raisonné (Paris, 1977), vol. 1, cat. no. 17."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33545/stream-in-the-forest?ctx=74dbc9ee-80d0-4606-9777-1269d19b5b72&idx=0,Stream in the Forest,Gustave Courbet,https://collections.mfa.org/objects/33545/stream-in-the-forest,,about 1862,Oil on canvas,156.8 x 114 cm (61 3/4 x 44 7/8 in.),55.982,NOT ON VIEW,Gift of Mrs. Samuel Parkman Oliver,Europe,Paintings,"For this view of young deer on the bank of a stream, Courbet chose a vantage point that seems to hover in midair between the feathery treetops and their watery reflection. The artist produced a large number of wooded landscapes in the 1860s with an eye to the growing urban market for scenes of the countryside, though this canvas, likely painted in the summer of 1862, is unusual in its ambitious scale.","1865, possibly with the artist [see note 1]. Potter Dekens, Brussels. Galerie Joseph Allard, Paris, sold by Allard to Meyer Goodfriend (b. 1860 - d. 1927), Paris and New York [see note 2], January 4, 1923, Goodfriend sale, American Art Association, New York, lot 61, to Wildenstein and Co., New York, for $2500. Before 1929, Paul Rosenberg (b. 1881 - d. 1959), Paris [see note 3]. By 1936, Alfred Chester Beatty (b. 1875 - d. 1968), London and Dublin [see note 4], March, 1955, sold by Beatty to Paul Rosenberg and Co., New York [see note 5], 1955, sold by Rosenberg to the MFA for $35,000. (Accession Date: December 8, 1955);NOTES;[1] Courbet wrote to dealer Jules Luquet in the spring of 1865 offering to sell him a number of paintings, including a ""Stag at the Water"" for 300 francs, which has been tentatively identified with the MFA painting. See Correspondance de Courbet, ed. Petra ten-Doesschate Chu (Paris: Flammarion, 1996), pp. 235-236.;[2] That it belonged to Potter Dekens and was sold by Allard is according to the Goodfriend auction catalogue of 1923.;[3] The painting was published by Charles Léger, ""Courbet"" (Paris, 1929), pl. 52, n.p., as formerly in the collection of Paul Rosenberg.;[4] According to a label on the reverse of the painting, he lent it to the ""Exhibition of Masters of French 19th century painting"" (New Burlington Galleries, London, October 1 - 31, 1936), cat. no. 29 (listed as lent ""from a private collection"" in the exhibition catalogue). It is likely that Beatty acquired the painting from Paul Rosenberg. Mrs. Chester Beatty was a frequent client of Rosenberg, purchasing several paintings from his gallery in the 1930s. After her death, some of these were sold back to Rosenberg, at that time established in New York.;[5] According to a letter from Elaine Rosenberg of Paul Rosenberg and Co. to the MFA (June 25, 1998)."
